APN,PROJECT NUMBER,NAME,DEVELOPMENT STAGE,CONSTRUCTION TYPE,SITE ADDRESS,SITE  COUNCIL DISTRICT,SITE #,SITE COMMUNITY,SITE UNITS,PROJECT TOTAL UNITS,HOUSING TYPE,SUPPORTIVE HOUSING,SH UNITS PER SITE,DATE FUNDED,LAHD FUNDED,LEVERAGE,TAX EXEMPT CONDUIT BOND,TDC,IN-SERVICE DATE,DEVELOPER,MANAGEMENT COMPANY,CONTACT PHONE,PHOTO,JOBS,PROJECT SUMMARY URL,CONTRACT NUMBERS,DATE STAMP,SITE LONGITUDE,SITE LATITUDE,GPS_COORDS ON MAP
5148025024,17-124315,SP7 APARTMENTS,In-Service,BOTH REHAB AND NEW CONSTRUCTION,"519 E 7TH ST  Los Angeles, CA 90014",14,1,WHOLESALE DISTRICT,81,100,SPECIAL NEEDS,Yes,36,09/28/2018,15000000,34662532,0,49662532,2021,Skid Row Housing Trust,SRHT PROPERTY MANAGEMENT COMPANY,(213) 683-0522 x127,click here (http://hcidapp.lacity.org/mpphotos/17-124315/Photo/Website/SP7%205-1-17.JPG),495,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=17-124315&LutSiteCD=1),"C-131386,C-131982,C-96549",2024-08-05T00:00:00.000,-118.24672,34.04105,POINT (-118.24672 34.04105)
2327017034,115,COLONIA CORONA APTS,In-Service,NEW CONSTRUCTION,"13044 W SHERMAN WAY  North Hollywood, CA 91605",2,1,VALLEY GLEN,100,100,FAMILY,No,0,04/04/2003,10527004,5835087,2918726,19280817,2005,"HERMANDAD LA ECONOMICS AND COMMUNITY DEV CORP,","SOLARI ENTERPRISES, INC.",(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/000115/Photo/Website/CD%202%20-%20Colonia%20Corona.JPG),146,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=000115&LutSiteCD=1),"C-100419,C-104526",2024-08-05T00:00:00.000,-118.41763,34.20103,POINT (-118.41763 34.20103)
5188005031,11-117205,THE WHITTIER,In-Service,NEW CONSTRUCTION,"3555 E WHITTIER BLVD 1-60  Los Angeles, CA 90023",14,1,BOYLE HEIGHTS,60,60,FAMILY,No,0,06/12/2012,4907400,19070042,0,23977442,2013,"RETIREMENT HOUSING FOUNDATION,","FOUNDATION PROPERTY MANAGEMENT, INC.",(562) 257-5120,click here (http://hcidapp.lacity.org/mpphotos/11-117205/Photo/Website/thewhittier4814_009.png),189,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-117205&LutSiteCD=1),C-120507,2024-08-05T00:00:00.000,-118.19678,34.02612,POINT (-118.19678 34.02612)
2631002041,19-125935,SUN KING APARTMENTS,In-Service,NEW CONSTRUCTION,"9190 N TELFAIR AVE  LOS ANGELES, CA 91352",6,1,NULL,26,26,FAMILY,Yes,25,06/18/2021,5500000,11634181,1384000,18518181,2023,MANY MANSIONS,MANY MANSIONS,(805) 496-4948,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),147,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-125935&LutSiteCD=1),C-138439,2024-08-05T00:00:00.000,-118.396686,34.236637,POINT (-118.396686 34.236637)
7423016009,19-126529,THE BANNING (AKA 841 N BANNING) - ED7,In-Service,DEMO/NEW CONSTRUCTION,"841 N BANNING BLVD  Wilmington, CA 90744",15,1,NULL,64,64,SPECIAL NEEDS,Yes,63,06/02/2022,8000000,0,0,8000000,2024,"Century Affordable Development, Inc.",CENTURY VILLAGES PROPERTY MANAGEMENT,(562) 388-8198,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),298,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-126529&LutSiteCD=1),C-140362,2024-08-05T00:00:00.000,-118.2574472,33.7808662,POINT (-118.2574472 33.7808662)
5183023005,13-119072,HOLLENBECK TERRACE (LINDA VISTA II),In-Service,BOTH REHAB AND NEW CONSTRUCTION,610 S ST LOUIS ST CA 90023,14,1,BOYLE HEIGHTS,97,97,SENIORS,Yes,24,07/30/2013,13635675,20513952,0,34149627,2015,"AMCAL Multi-Housing, Inc.","FPI MANAGEMENT, INC",(916) 850-4465,click here (http://hcidapp.lacity.org/mpphotos/13-119072/Photo/Website/150_1603.png),295,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119072&LutSiteCD=1),C-122710,2024-08-05T00:00:00.000,-118.21749,34.03862,POINT (-118.21749 34.03862)
6065010046,05-117193,LEEWARD APTS. (SITE 12),In-Service,REHAB,"10634 S CENTRAL AVE  Los Angeles, CA 90002",15,12,WATTS,0,257,FAMILY,No,0,05/02/2005,0,7103994,10208936,17312930,2006,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117193&LutSiteCD=12),,2024-08-05T00:00:00.000,-118.25394,33.9395,POINT (-118.25394 33.9395)
5142002904,80006,MACARTHUR PARK METRO APTS-PHASE A,In-Service,NEW CONSTRUCTION,"681 S BONNIE BRAE ST  Los Angeles, CA 90057",1,1,WESTLAKE,90,90,FAMILY,No,0,03/23/2010,10935748,14269866,2450000,27655614,2012,McCormack Baron Salazar,"MCCORMACK BARON RAGAN MANAGEMENT SERVICES, INC.",(314) 421-1160,click here (http://hcidapp.lacity.org/mpphotos/080006/Photo/Website/macparkmetro1901_7th_7213019%20[2].png),312,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=080006&LutSiteCD=1),C-117035,2024-08-05T00:00:00.000,-118.27507,34.05652,POINT (-118.27507 34.05652)
2216002058,12-119044,HAZELTINE & WYANDOTTE,In-Service,ACQUISITION + REHAB,"7250 N HAZELTINE AVE  VAN NUYS, CA 91405",2,1,VALLEY GLEN,35,108,FAMILY,No,0,12/02/2013,0,8271924,10381000,18652924,2014,"INSITE DEVELOPMENT, LLC",IRONWOOD COMPANY,(818) 789-5550,click here (http://hcidapp.lacity.org/mpphotos/12-119044/Photo/Website/150_1637.png),41,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-119044&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.43981,34.20287,POINT (-118.43981 34.20287)
2558034032,12-118770,DAY STREET APARTMENTS,In-Service,NEW CONSTRUCTION,"7647 W DAY ST 1-3  Tujunga, CA 91042",7,1,TUJUNGA,46,46,SPECIAL NEEDS,Yes,45,01/30/2013,1745082,12860088,0,14605170,2014,"LA FAMILY HOUSING CORP.,",JOHN STEWART COMPANY,(213) 833-1860,click here (http://hcidapp.lacity.org/mpphotos/12-118770/Photo/Website/Day%20Street.png),121,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118770&LutSiteCD=1),C-121727,2024-08-05T00:00:00.000,-118.29976,34.25468,POINT (-118.29976 34.25468)
5183001048,09-117211,LAS MARGARITAS (SITE 3),In-Service,BOTH REHAB AND NEW CONSTRUCTION,"319 N CUMMINGS ST  Los Angeles, CA 90033",14,3,BOYLE HEIGHTS,0,42,FAMILY,No,0,05/13/2010,559761,14135658,0,14695419,2012,East L.A. Community Corporation,THE JOHN STEWART COMPANY,(213) 878-2716,click here (http://hcidapp.lacity.org/mpphotos/09-117211/Photo/Website%20Site3/Las%20Margaritas%20319%20Cummings.JPG),121,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=09-117211&LutSiteCD=3),C-117254,2024-08-05T00:00:00.000,-118.2138,34.04789,POINT (-118.2138 34.04789)
5147029048,18-124761,LAMP LODGE,In-Service,NEW CONSTRUCTION,"660 S STANFORD AVE  Los Angeles, CA 90021",14,1,WHOLESALE DISTRICT,82,82,SPECIAL NEEDS,Yes,81,12/16/2019,4070740,38486209,0,42556949,2022,Meta Housing Corporation,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),426,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124761&LutSiteCD=1),C-134683,2024-08-05T00:00:00.000,-118.24401,34.0392,POINT (-118.24401 34.0392)
5148025025,10315,YANKEE HOTEL,In-Service,REHAB,"501 E 7TH ST  Los Angeles, CA 90014",14,1,WHOLESALE DISTRICT,80,80,SPECIAL NEEDS,Yes,79,12/15/2003,2019320,8432786,0,10452106,2005,Single Room Occupancy Housing  Corp. (SRO),SRO HOUSING CORPORATION,(213) 229-9641,click here (http://hcidapp.lacity.org/mpphotos/010315/Photo/Website/CD%209%20-%20The%20Yankee%20Hotel.jpg),75,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=010315&LutSiteCD=1),"C-102565,C-106009",2024-08-05T00:00:00.000,-118.24717,34.04117,POINT (-118.24717 34.04117)
4218007026,10-117553,DEL REY SQUARE SENIOR HOUSING,In-Service,NEW CONSTRUCTION,"11976 W Culver BLVD  Los Angeles, CA 90230",11,1,DEL REY,124,124,SENIORS,Yes,30,05/20/2011,9389134,28060445,0,37449579,2013,THOMAS SAFRAN & ASSOCIATES,THOMAS SAFRAN & ASSOCIATES,(310) 820-4888,click here (http://hcidapp.lacity.org/mpphotos/10-117553/Photo/Website/10-117553.JPG),213,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=10-117553&LutSiteCD=1),C-118852,2024-08-05T00:00:00.000,-118.41705,33.99539,POINT (-118.41705 33.99539)
5037017010,40067,ROYALS APARTMENTS (SITE 4),In-Service,REHAB,"3817 S WISCONSIN ST  Los Angeles, CA 90037",8,4,EXPOSITION PARK,10,115,FAMILY,No,0,05/06/2005,1100000,13039479,0,14139479,2006,"Preservation Partners Management Group, Inc.",PRESERVATION PARTNERS MANAGEMENT GROUP,(310) 802-6673,click here (http://hcidapp.lacity.org/mpphotos/040067/Photo/Website%20Site4/royalswisconsin3817wisconsin315072of5(PNG).png),49,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=040067&LutSiteCD=4),C-108105,2024-08-05T00:00:00.000,-118.29319,34.01678,POINT (-118.29319 34.01678)
5586006016,15-122495,HCHC RECAP I,In-Service,ACQUISITION + REHAB,"1924 N ARGYLE AVE  Los Angeles, CA 90068",4,1,HOLLYWOOD HILLS,21,68,FAMILY,Yes,0,12/29/2015,0,7026512,1126600,8153112,2017,"HOLLYWOOD COMMUNITY HOUSING CORP.,",BARKER MANAGEMENT INC.,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),57,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122495&LutSiteCD=1),"C-126917,C-130859,C-89399-1",2024-08-05T00:00:00.000,-118.32509,34.10601,POINT (-118.32509 34.10601)
5037009012,06-117222,WINDWARD APTS (A/B) (SITE 6),In-Service,REHAB,"1253 W 39TH ST  Los Angeles, CA 90037",8,6,EXPOSITION PARK,20,232,FAMILY,No,0,04/01/2006,0,7438473,4641342,12079815,2007,1755 EFM 2,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117222&LutSiteCD=6),,2024-08-05T00:00:00.000,-118.29923,34.01562,POINT (-118.29923 34.01562)
5183009904,19-125942,LOS LIRIOS APARTMENTS,In-Service,N/A,"119 S SOTO ST  Los Angeles, CA 90033",14,1,BOYLE HEIGHTS,64,64,N/A,Yes,20,12/08/2021,7775000,42981390,0,50756390,2024,BRIDGE Housing Corporation,JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),365,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-125942&LutSiteCD=1),"C-139571,C-139572",2024-08-05T00:00:00.000,-118.21029,34.04325,POINT (-118.21029 34.04325)
5502009900,18-124721,VERMONT CORRIDOR APARTMENTS (FKA 433 VERMONT APTS),In-Service,NEW CONSTRUCTION,"433 S VERMONT AVE  Los Angeles, CA 90020",10,1,WILSHIRE CENTER,72,72,SPECIAL NEEDS,Yes,36,03/27/2019,10964940,44550030,0,55514970,2023,Meta Housing Corporation,THE JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/18-124721/Photo/Website/433%20Vermont.JPG),394,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124721&LutSiteCD=1),C-132975,2024-08-05T00:00:00.000,-118.29186,34.06636,POINT (-118.29186 34.06636)
5445031903,11-117797,TAYLOR YARD APARTMENTS,In-Service,NEW CONSTRUCTION,"1311 N SAN FERNANDO ROAD  Los Angeles, CA 90065",1,1,ATWATER VILLAGE,68,68,FAMILY,No,0,02/22/2013,6199789,11514000,3500000,21213789,2014,"MCCORMACK BARON & ASSOCIATES,",MCCORMACK BARON RAGAN MANAGEMENT,(213) 236-2694,click here (http://hcidapp.lacity.org/mpphotos/11-117797/Photo/Website/11-117797.jpg),205,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-117797&LutSiteCD=1),C-121807,2024-08-05T00:00:00.000,-118.23223,34.09591,POINT (-118.23223 34.09591)
5154029016,19-126530,THE LAKE HOUSE (FKA WESTLAKE HOUSING) (SITE 2),In-Service,NEW CONSTRUCTION,"503 S WESTLAKE AVE  Los Angeles, CA 90057",1,2,WESTLAKE,31,63,SPECIAL NEEDS,Yes,31,06/09/2021,6510000,31819953,0,38329953,2023,Community Development Partners,FPI MANAGEMENT,(916) 850-4402,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),316,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-126530&LutSiteCD=2),C-138417,2024-08-05T00:00:00.000,-118.27339,34.05973,POINT (-118.27339 34.05973)
2135038011,20-126937,PALM VISTA APARTMENTS,In-Service,DEMO/NEW CONSTRUCTION,"20116 W SHERMAN WAY  Winnetka, CA 91306",3,1,WINNETKA,91,91,SPECIAL NEEDS,Yes,44,07/07/2021,2700000,27000000,0,29700000,2023,"GTM Palm Vista AGP, L.L.C.",BARKER PROPERTY MANAGEMENT,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=20-126937&LutSiteCD=1),"C-138503,C-145391",2024-08-05T00:00:00.000,-118.57202,34.20086,POINT (-118.57202 34.20086)
5049014013,05-117217,LEXINGTON APARTMENTS A/B (SITE 8),In-Service,REHAB,"2607 S MANSFIELD AVE  Los Angeles, CA 90016",10,8,ALSACE,0,251,FAMILY,No,0,12/28/2005,0,6771719,10247566,17019285,2006,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117217&LutSiteCD=8),,2024-08-05T00:00:00.000,-118.35251,34.03214,POINT (-118.35251 34.03214)
2654021043,80003,COLUMBUS SQUARE,In-Service,REHAB,"8557 N COLUMBUS AVE  North Hills, CA 91343",6,1,NORTH HILLS,64,64,SENIORS,No,0,11/21/2008,2350000,9475459,0,11825459,2009,Columbus Preservation Limited Partnership,PRESERVATION PARTNERS MANAGEMENT GROUP,(310) 802-6673,click here (http://hcidapp.lacity.org/mpphotos/080003/Photo/Website/CD%207%20-%20Columbus%20Square.jpg),51,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=080003&LutSiteCD=1),C-114823,2024-08-05T00:00:00.000,-118.46566,34.22669,POINT (-118.46566 34.22669)
5544021026,15-122495,HCHC RECAP I (SITE 2),In-Service,ACQUISITION + REHAB,"5425 W CARLTON WAY  HOLLYWOOD, CA 90027",13,2,HOLLYWOOD,24,68,FAMILY,Yes,0,12/29/2015,0,7026512,1126600,8153112,2017,"HOLLYWOOD COMMUNITY HOUSING CORP.,",BARKER MANAGEMENT INC.,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),57,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122495&LutSiteCD=2),"C-126917,C-130859,C-89399-1",2024-08-05T00:00:00.000,-118.30769,34.10063,POINT (-118.30769 34.10063)
5141001036,80056,PARKVIEW ON THE PARK,In-Service,REHAB,"622 S ALVARADO ST  Los Angeles, CA 90057",1,1,WESTLAKE,80,80,SPECIAL NEEDS,Yes,40,07/22/2010,6000000,15159034,0,21159034,2011,"LOS ANGELES HOUSING PARTNERSHIP,",AFFORDABLE COMMUNITIES/SOCAL,(714) 641-5110 x418,click here (http://hcidapp.lacity.org/mpphotos/080056/Photo/Website/080056%2009-05-2008.jpg),158,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=080056&LutSiteCD=1),C-117633,2024-08-05T00:00:00.000,-118.27512,34.05884,POINT (-118.27512 34.05884)
5114014031,14-121652,FLORENCE MILLS (SITE 6),In-Service,NEW CONSTRUCTION,"1047 E MARTIN LUTHER KING BLVD  LOS ANGELES, CA 90011",9,6,CENTRAL,0,74,SPECIAL NEEDS,Yes,0,12/17/2018,9389115.63,36081992,0,45471107.63,2021,Hollywood Community Housing Corporation,BARKER MANAGEMENT INCORPORATED,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),226,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121652&LutSiteCD=6),C-129358,2024-08-05T00:00:00.000,-118.25724,34.01115,POINT (-118.25724 34.01115)
5119003002,19-126539,CENTRAL APARTMENTS,Development,NEW CONSTRUCTION,"2106 S CENTRAL AVE  Los Angeles, CA 90011",9,1,CENTRAL,57,57,SPECIAL NEEDS,Yes,56,02/24/2022,7840000,0,0,7840000,Development,"Highridge Costa Development Company, LLC",FPI MANAGEMENT,(714) 641-5110,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),285,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-126539&LutSiteCD=1),C-139922,2024-08-05T00:00:00.000,-118.25243,34.02216,POINT (-118.25243 34.02216)
2217009015,50055,HFL VANOWEN APARTMENTS,In-Service,NEW CONSTRUCTION,"14419 W VANOWEN ST  VAN NUYS, CA 91405",6,1,VAN NUYS,25,25,SPECIAL NEEDS,Yes,24,09/25/2007,1225000,5917180,0,7142180,2009,"HFL VANOWEN APARTMENTS,",CARING HOUSING MINISTRIES,(626) 300-2447,click here (http://hcidapp.lacity.org/mpphotos/050055/Photo/Website/CD%206%20-%20HFL%20Vanowen%20Apts.jpg),42,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=050055&LutSiteCD=1),C-112411,2024-08-05T00:00:00.000,-118.44719,34.19407,POINT (-118.44719 34.19407)
5108022001,13-120913,ONE WILKINS PLACE (RECAP),In-Service,ACQUISITION + REHAB,"1071 E 48th ST  Los Angeles, CA 90011",9,1,VERNON CENTRAL,17,17,FAMILY,No,0,02/20/2015,0,3657261,1174874,4832135,2016,"CP Preservation Housing, LLC",CONCERNED CITIZENS OF SOUTH CENTRAL LOS ANGELES,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),17,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-120913&LutSiteCD=1),C-85834,2024-08-05T00:00:00.000,-118.25673,34.00066,POINT (-118.25673 34.00066)
5191012020,12-118877,BESWICK SENIOR APARTMENTS,In-Service,NEW CONSTRUCTION,"3553 E BESWICK ST  Los Angeles, CA 90023",14,1,BOYLE HEIGHTS,33,33,SENIORS,Yes,33,04/02/2013,2374632,9212897,0,11587529,2014,East LA Community Corporation,THE JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/12-118877/Photo/Website/beswick%20sr%20png.png),93,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118877&LutSiteCD=1),C-121979,2024-08-05T00:00:00.000,-118.19931,34.02223,POINT (-118.19931 34.02223)
2129035082,10-117639,SHERMAN VILLAGE,In-Service,NEW CONSTRUCTION,"7135 N WILBUR AVE  Reseda, CA 91335",3,1,RESEDA,73,73,FAMILY,No,0,03/11/2011,2495405,23873005,0,26368410,2012,"Sherman Village Apartments, LP",SOLARI I ENTERPRISES INC.,(714) 282-2520 x211,click here (http://hcidapp.lacity.org/mpphotos/10-117639/Photo/Website/10-117639.JPG),187,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=10-117639&LutSiteCD=1),C-118599,2024-08-05T00:00:00.000,-118.54502,34.20032,POINT (-118.54502 34.20032)
5174013905,14-121628,SANTA CECILIA APARTMENTS,In-Service,NEW CONSTRUCTION,"117 S BOYLE AVE  Los Angeles, CA 90033",14,1,WHOLESALE DISTRICT,80,80,FAMILY,No,0,03/19/2015,2231389,30346705,0,32578094,2016,"McCormack Baron Salzar, Inc.","MCCORMACK BARON RAGAN MANAGEMENT SERVICES, INC.",(213) 236-2694,click here (http://hcidapp.lacity.org/mpphotos/14-121628/Photo/Website/P2010029.png),287,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121628&LutSiteCD=1),C-125417,2024-08-05T00:00:00.000,-118.2204,34.04703,POINT (-118.2204 34.04703)
2328014046,30115,HFL VAN NUYS APARTMENTS,In-Service,NEW CONSTRUCTION,"13457 W VANOWEN ST  Van Nuys, CA 91405",2,1,VALLEY GLEN,15,15,SPECIAL NEEDS,Yes,14,09/28/2004,975900,2688221,0,3664121,2006,N/A,CARING HOUSING MINISTRIES,(626) 300-2447,click here (http://hcidapp.lacity.org/mpphotos/030115/Photo/Website/CD%202%20-%20HFL%20Van%20Nuys.jpg),20,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=030115&LutSiteCD=1),C-107419,2024-08-05T00:00:00.000,-118.42645,34.19409,POINT (-118.42645 34.19409)
5037019051,30160,VERMONT SENIORS BY CRA,In-Service,NEW CONSTRUCTION,"3901 S VERMONT AVE  Los Angeles, CA 90037",8,1,EXPOSITION PARK,140,140,SENIORS,No,0,05/05/2003,3600000,21500872,0,25100872,2009,"COMMUNITY REDEVELOPMENT AGENCY, LA",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/030160/Photo/Website/CD%208%20-%20Vermont%20Sr.%20I%20&%20%20II%20-%20030160.png),204,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=030160&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.29202,34.01533,POINT (-118.29202 34.01533)
5442003016,07-117233,HDR I & II (SITE 7),In-Service,REHAB,"2747 N NEWELL ST  Los Angeles, CA 90039",13,7,ELYSIAN VALLEY,16,125,FAMILY,No,0,07/01/2007,0,8116043,6787000,14903043,2008,"Spruce DEV LA, LLC",PK MANAGEMENT,(216) 472-1870,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=07-117233&LutSiteCD=7),,2024-08-05T00:00:00.000,-118.24505,34.1009,POINT (-118.24505 34.1009)
5402038005,21-128632,ALVARADO KENT APARTMENTS,Development,NEW CONSTRUCTION,"707 N ALVARADO ST  LOS ANGELES, CA 90026",13,1,TEMPLE-BEAUDRY,81,81,SPECIAL NEEDS,Yes,60,12/20/2022,10441645,0,0,10441645,Development,SRO Housing Corporation (Dev),SINGLE ROOM OCCUPANCY HOUSING CORPORATION (PRMA),(213) 229-9640,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=21-128632&LutSiteCD=1),C-142215,2024-08-05T00:00:00.000,-118.26585,34.07399,POINT (-118.26585 34.07399)
2314008041,15-122539,ARMINTA SQUARE,In-Service,NEW CONSTRUCTION,"11050 W ARMINTA ST  Sun Valley, CA 91352",6,1,SUN VALLEY,110,110,FAMILY,Yes,45,09/26/2019,0,53267581,0,53267581,2021,Meta Housing Corporation,THE JOHN STEWART COMPANY,(213) 787-2710,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122539&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.37214,34.21377,POINT (-118.37214 34.21377)
5149037010,12-118785,ROSSLYN HOTEL APARTMENTS,In-Service,REHAB,"112 W 5TH ST  Los Angeles, CA 90013",14,1,DOWNTOWN,264,264,SPECIAL NEEDS,Yes,262,11/29/2012,8138435,27382725,0,35521160,2014,Single Room Occupancy Housing Corporation,SINGLE ROOM OCCUPANCY HOUSING CORPORATION,(213) 229-9640 x22,click here (http://hcidapp.lacity.org/mpphotos/12-118785/Photo/Website/12-118785.jpg),176,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118785&LutSiteCD=1),C-121502,2024-08-05T00:00:00.000,-118.24906,34.0469,POINT (-118.24906 34.0469)
5050012014,05-117193,LEEWARD APTS. (SITE 8),In-Service,REHAB,"2828 S WEST BLVD  Los Angeles, CA 90016",10,8,CRENSHAW DISTRICT,0,257,FAMILY,No,0,05/02/2005,0,7103994,10208936,17312930,2006,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117193&LutSiteCD=8),,2024-08-05T00:00:00.000,-118.34156,34.03025,POINT (-118.34156 34.03025)
5148024026,17-124264,FLOR 401 LOFTS,In-Service,NEW CONSTRUCTION,"401 E 7TH ST  Los Angeles, CA 90014",14,1,WHOLESALE DISTRICT,99,99,SPECIAL NEEDS,Yes,49,12/04/2018,12981892,37707018,4970000,55658910,2020,Skid Row Housing Trust,SRHT PROPERTY MANAGEMENT COMPANY,(213) 683-0522 x127,click here (http://hcidapp.lacity.org/mpphotos/17-124264/Photo/Website/Flor%20401%20Lofts%206-29-15.JPG),334,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=17-124264&LutSiteCD=1),"C-132475,C-132476",2024-08-05T00:00:00.000,-118.24799,34.0423,POINT (-118.24799 34.0423)
